,Glycosylation,Cross-link,Modified residue,Signal,Disulfide bond
Q8WU66,5,0,0,1,0
Q8WU67,0,0,0,0,0
Q8WU68,0,0,1,0,0
Q8WU79,0,0,6,0,0
Q8WU90,0,0,4,0,0
Q8WUA4,0,0,12,0,0
Q8WUA7,0,0,4,0,0
Q8WUA8,2,0,0,1,0
Q8WUB8,0,2,9,0,0
Q8WUD1,0,0,1,0,0
Q8WUD6,0,0,1,0,0
Q8WUE5,0,0,0,0,0
Q8WUF5,0,0,29,0,0
Q8WUF8,0,0,0,1,0
Q8WUG5,2,0,0,0,0
Q8WUH2,0,0,0,0,0
Q8WUI4,0,0,12,0,0
Q8WUJ0,0,0,3,0,0
Q8WUJ3,7,0,0,1,0
Q8WUK0,0,0,0,0,0
Q8WUM0,0,0,19,0,0
Q8WUM4,0,0,8,0,0
Q8WUM9,0,0,2,0,0
Q8WUP2,0,0,0,0,0
Q8WUQ7,0,2,3,0,0
Q8WUU4,0,1,0,0,0
Q8WUU5,0,1,0,0,0
Q8WUU8,0,0,0,0,0
Q8WUW1,0,0,1,0,0
Q8WUX1,1,0,1,0,1
Q8WUX9,0,0,6,0,0
Q8WUY3,0,0,1,0,0
Q8WV16,0,0,0,0,0
Q8WV19,0,0,1,0,0
Q8WV22,0,0,1,0,0
Q8WV24,0,0,0,0,0
Q8WV28,0,0,5,0,0
Q8WV37,0,4,0,0,0
Q8WV41,0,0,2,0,0
Q8WV44,0,1,2,0,0
Q8WV74,0,0,1,0,0
Q8WV92,0,0,0,0,0
Q8WV93,0,0,0,0,0
Q8WV99,0,0,3,0,0
Q8WVB3,0,0,0,0,0
Q8WVB6,0,0,4,0,0
Q8WVC0,0,0,31,0,0
Q8WVD3,0,0,2,0,0
Q8WVD5,0,0,0,0,0
Q8WVE7,2,0,0,0,0
Q8WVF1,0,0,0,0,0
Q8WVJ2,0,0,3,0,0
Q8WVJ9,0,0,0,0,0
Q8WVK2,0,0,5,0,0
Q8WVK7,0,0,1,0,0
Q8WVM0,0,0,0,0,0
Q8WVM7,0,1,5,0,0
Q8WVM8,0,0,4,0,0
Q8WVN6,1,0,0,1,1
Q8WVN8,0,0,0,0,0
Q8WVP5,0,0,0,0,0
Q8WVP7,0,0,0,0,0
Q8WVQ1,1,0,0,0,1
Q8WVR3,0,0,4,0,0
Q8WVS4,0,0,2,0,0
Q8WVT3,0,0,2,0,0
Q8WVV4,0,0,0,0,0
Q8WVV5,4,0,0,1,1
Q8WVV9,0,2,5,0,0
Q8WVX3,0,0,1,0,0
Q8WVX9,0,0,0,0,0
Q8WVY7,0,0,2,0,0
Q8WVZ1,0,0,0,0,0
Q8WVZ9,0,0,1,0,0
Q8WW01,0,0,2,0,0
Q8WW12,0,0,10,0,0
Q8WW22,0,0,2,0,0
Q8WW24,0,0,0,0,0
Q8WW34,0,0,0,0,0
Q8WW35,0,0,0,0,0
Q8WW38,0,5,4,0,0
Q8WW43,0,0,0,0,0
Q8WWA0,1,0,0,1,6
Q8WWB3,0,0,0,0,0
Q8WWB5,0,0,0,0,0
Q8WWB7,5,0,0,1,0
Q8WWC4,0,0,0,0,0
Q8WWF3,0,0,0,0,0
Q8WWF5,3,0,0,1,0
Q8WWG9,1,0,0,0,0
Q8WWH4,0,0,3,0,0
Q8WWH5,0,0,2,0,0
Q8WWI1,0,1,46,0,0
Q8WWI5,0,0,1,0,0
Q8WWK9,0,0,10,0,0
Q8WWL2,0,0,4,0,0
Q8WWL7,0,0,0,0,0
Q8WWM7,0,1,28,0,0
Q8WWM9,0,0,0,0,3
Q8WWN8,0,0,5,0,0
Q8WWN9,0,0,1,0,0
Q8WWP7,0,0,0,0,0
Q8WWQ0,0,5,25,0,0
Q8WWQ2,2,0,0,1,0
Q8WWQ8,28,0,1,1,63
Q8WWR8,0,0,0,0,0
Q8WWT9,2,0,0,0,0
Q8WWU5,0,0,0,0,0
Q8WWV3,0,0,0,0,0
Q8WWV6,1,0,0,1,1
Q8WWW0,0,0,4,0,0
Q8WWX8,0,0,0,0,0
Q8WWX9,0,1,0,1,0
Q8WWY3,0,2,8,0,0
Q8WWY6,0,0,0,0,0
Q8WWY8,3,0,0,1,4
Q8WWZ1,0,0,0,0,0
Q8WWZ3,0,0,0,0,0
Q8WWZ4,0,0,0,0,0
Q8WWZ7,3,0,0,0,0
Q8WWZ8,4,0,0,1,3
Q8WX92,0,0,2,0,0
Q8WX93,0,0,18,0,3
Q8WX94,0,0,0,0,0
Q8WXA3,0,0,0,0,0
Q8WXA8,0,0,0,1,1
Q8WXA9,0,1,3,0,0
Q8WXB1,0,0,0,0,0
Q8WXC3,0,0,0,0,0
Q8WXC6,0,0,1,0,0
Q8WXD0,5,0,0,0,4
Q8WXD2,4,0,2,1,0
Q8WXD5,0,0,2,0,0
Q8WXE1,0,0,0,0,0
Q8WXE9,0,0,5,0,0
Q8WXF0,0,0,0,0,0
Q8WXF1,0,0,6,0,0
Q8WXF3,0,0,0,1,3
Q8WXF7,0,0,4,0,0
Q8WXF8,0,0,0,0,0
Q8WXG1,0,1,1,0,0
Q8WXG6,0,0,18,0,0
Q8WXG8,0,0,0,0,0
Q8WXG9,0,0,0,1,0
Q8WXH0,0,0,12,0,1
Q8WXH2,0,0,8,0,0
Q8WXH5,0,0,0,0,0
Q8WXI2,0,0,9,0,0
Q8WXI3,0,0,0,0,0
Q8WXI4,0,0,2,0,0
Q8WXI7,102,0,0,0,14
Q8WXI8,3,0,0,0,3
Q8WXI9,0,10,11,0,0
Q8WXK1,0,0,0,0,0
Q8WXK3,0,0,0,0,0
Q8WXK4,0,0,0,0,0
Q8WXR4,0,0,0,0,0
Q8WXS3,0,0,0,0,0
Q8WXS5,0,0,2,0,0
Q8WXS8,4,0,0,1,13
Q8WXU2,0,0,0,0,0
Q8WXW3,0,0,0,0,0
Q8WXX0,0,0,0,0,0
Q8WXX5,0,0,2,0,0
Q8WXX7,0,0,2,0,0
Q8WY07,1,0,2,0,0
Q8WY21,10,0,0,1,0
Q8WY36,0,3,6,0,0
Q8WY41,0,0,0,0,0
Q8WY54,0,0,2,0,0
Q8WY64,0,0,0,0,0
Q8WY91,0,0,2,0,0
Q8WY98,0,0,0,0,0
Q8WYA0,0,0,2,0,0
Q8WYA1,0,2,0,0,0
Q8WYA6,0,0,4,0,0
Q8WYB5,0,1,7,0,0
Q8WYH8,0,0,3,0,0
Q8WYJ6,0,0,5,0,0
Q8WYK0,0,0,3,0,0
Q8WYK2,0,1,1,0,0
Q8WYL5,0,0,7,0,0
Q8WYN0,0,0,0,0,0
Q8WYP3,0,0,3,0,0
Q8WYP5,0,0,43,0,0
Q8WYQ3,0,0,0,0,2
Q8WYQ5,0,3,9,0,0
Q8WYR1,0,0,3,0,0
Q8WYR4,0,0,0,0,0
Q8WZ04,0,0,0,0,0
Q8WZ19,0,0,0,0,0
Q8WZ42,0,0,15,0,46
Q8WZ55,0,0,2,0,0
Q8WZ59,0,0,0,1,3
Q8WZ73,0,0,4,0,0
Q8WZ74,0,0,2,0,0
Q8WZ75,5,0,2,1,2
Q8WZA1,0,0,1,0,4
Q8WZA2,0,0,0,0,0
Q92185,4,0,0,0,2
Q92186,6,0,0,0,2
Q92187,5,0,0,0,2
Q92466,0,0,4,0,0
Q92481,0,1,1,0,0
Q92482,1,0,0,0,0
Q92484,7,0,0,1,3
Q92485,3,0,0,1,3
Q92496,7,0,0,1,16
Q92499,0,1,4,0,0
Q92502,0,0,6,0,0
Q92503,0,0,2,0,0
Q92504,0,0,3,0,0
Q92506,0,0,3,0,0
Q92508,2,0,7,0,1
Q92519,0,0,0,0,0
Q92520,0,0,0,1,2
Q92521,2,0,0,0,0
Q92522,0,0,6,0,0
Q92523,0,0,0,0,0
Q92526,0,0,0,0,0
Q92529,0,0,1,0,0
Q92530,0,0,6,0,0
Q92535,0,0,0,0,0
Q92536,0,0,1,0,0
Q92537,0,0,0,1,2
Q92538,0,0,13,0,0
Q92539,0,0,7,0,0
Q92540,0,0,5,0,0
Q92541,0,0,6,0,0
Q92542,16,0,0,1,5
Q92543,0,0,0,0,0
Q92544,0,0,1,1,0
Q92546,0,0,0,0,0
Q92547,0,0,13,0,0
Q92551,0,0,1,0,0
Q92552,0,0,0,0,0
Q92556,0,0,8,0,0
Q92558,0,0,3,0,0
Q92560,0,0,8,0,0
Q92562,0,0,0,0,0
Q92563,3,0,1,1,8
Q92564,0,1,0,0,0
Q92565,0,0,0,0,0
Q92567,0,0,2,0,0
Q92569,0,0,1,0,0
Q92570,0,0,0,0,0
Q92572,0,0,1,0,0
Q92574,0,0,6,0,0
Q92575,0,0,1,0,0
Q92581,1,1,0,0,0
Q92583,0,0,0,1,2
Q92585,0,0,7,0,0
Q92597,0,0,19,0,0
Q92598,0,0,8,0,0
Q92599,0,0,2,0,0
Q92600,0,0,1,0,0
Q92604,0,0,0,0,0
Q92608,0,0,8,0,0
Q92609,0,0,13,0,0
Q92611,5,0,0,0,0
Q92613,0,0,11,0,0
Q92614,0,0,39,0,0
Q92615,0,0,22,0,0
Q92616,0,0,4,0,0
Q92618,0,4,0,0,0
Q92619,0,0,13,0,0
Q92620,0,4,7,0,0
Q92621,0,0,7,0,0
Q92622,0,0,8,0,0
Q92624,0,0,0,0,0
Q92625,0,0,14,0,0
Q92626,10,0,2,1,17
Q92629,3,0,0,0,2
Q92630,0,0,6,0,0
Q92633,2,0,2,0,3
Q92636,0,0,0,0,0
Q92637,3,0,0,1,2
Q92643,0,0,0,1,1
Q92665,0,0,0,0,0
Q92667,0,0,12,0,0
Q92673,27,0,2,1,33
Q92674,0,0,0,0,0
Q92681,0,0,0,0,0
Q92685,0,0,1,0,0
Q92688,0,0,3,0,0
Q92692,2,0,4,1,3
Q92696,0,0,1,0,0
Q92698,0,0,3,0,0
Q92729,3,0,4,1,1
Q92730,0,0,1,0,0
Q92731,0,0,2,0,0
Q92733,0,0,9,0,0
Q92734,0,0,5,0,0
Q92736,0,0,10,0,0
Q92737,0,0,1,0,0
Q92738,0,0,15,0,0
Q92743,0,0,0,1,8
Q92748,0,0,0,0,0
Q92750,0,0,1,0,0
Q92752,17,0,1,1,3
Q92753,0,0,0,0,0
Q92754,0,1,2,0,0
Q92759,0,0,0,0,0
Q92764,0,0,0,0,0
Q92765,1,0,0,1,5
Q92766,0,13,22,0,0
Q92769,0,7,8,0,0
Q92772,0,0,0,0,0
Q92777,0,0,3,0,0
Q92781,1,0,0,0,0
Q92782,0,3,0,0,0
Q92783,0,1,4,0,0
Q92784,0,1,1,0,0
Q92785,0,7,7,0,0
Q92786,0,1,8,0,0
Q92791,1,0,0,1,0
Q92793,0,3,24,0,0
Q92794,0,2,18,0,0
Q92796,0,0,4,0,0
Q92797,0,4,7,0,0
Q92800,0,1,0,0,0
Q92802,0,0,0,0,0
Q92804,0,2,21,0,0
Q92805,0,0,6,0,0
Q92813,0,0,0,0,0
Q92817,0,0,3,0,0
Q92819,1,1,2,0,0
Q92820,4,0,0,1,0
Q92823,18,0,9,1,6
Q92824,12,0,0,1,0
Q92826,0,0,0,0,0
Q92830,0,3,4,0,0
Q92831,0,0,0,0,0
Q92832,12,0,0,1,18
Q92833,0,0,3,0,0
Q92834,0,0,3,0,0
Q92835,0,0,8,0,0
Q92837,0,0,3,0,0
Q92838,2,0,0,0,0
Q92839,0,0,0,0,0
Q92841,0,4,6,0,0
Q92843,0,0,5,0,0
Q92844,0,0,11,0,0
Q92845,0,0,1,0,0
Q92847,2,0,0,0,1
Q92851,0,0,0,0,0
Q92854,9,0,1,1,8
Q92858,0,0,0,0,0
Q92859,8,0,8,1,4
Q92870,0,0,5,0,0
Q92871,0,0,2,0,0
Q92874,0,0,0,1,1
Q92876,1,0,0,1,6
Q92878,0,0,3,0,0
Q92879,0,1,4,0,0
Q92882,0,0,4,0,0
Q92886,0,0,0,0,0
Q92887,3,0,7,0,0
Q92888,0,0,5,0,0
Q92889,0,1,4,0,0
Q92890,0,0,6,0,0
Q92896,5,0,3,1,0
Q92900,0,0,9,0,0
Q92901,0,0,0,0,0
Q92902,0,0,0,0,0
Q92903,0,0,3,0,0
Q92904,0,0,1,0,0
Q92905,0,0,1,0,0
Q92908,0,3,1,0,0
Q92911,2,0,1,0,0
Q92913,0,0,1,0,0
Q92915,0,0,0,0,0
Q92917,0,1,9,0,0
Q92918,0,0,11,0,0
Q92922,0,7,17,0,0
Q92925,0,1,4,0,0
Q92930,0,0,3,0,0
Q92932,1,0,5,1,0
Q92934,0,0,12,0,0
Q92935,1,0,0,0,1
Q92945,0,2,17,0,0
Q92947,0,0,1,0,0
Q92949,0,0,0,0,0
Q92952,0,0,0,0,0
Q92953,1,0,2,0,0
Q92954,103,0,0,1,15
Q92956,2,0,1,1,8
Q92959,3,0,0,0,3
Q92963,0,0,0,0,0
Q92966,0,0,0,0,0
Q92968,0,0,1,0,0
Q92973,0,0,1,0,0
Q92974,0,0,31,0,0
Q92979,0,0,3,0,0
Q92982,1,0,3,0,0
Q92985,0,3,9,0,0
Q92988,0,0,0,0,0
Q92989,0,0,0,0,0
Q92990,0,0,1,0,0
Q92993,0,3,11,0,0
Q92994,0,0,3,0,0
Q92995,0,2,2,0,0
Q92997,0,0,15,0,0
Q93008,0,0,7,0,0
Q93009,0,3,6,0,0
Q93015,0,0,0,0,0
Q93033,2,0,0,1,7
Q93034,0,1,2,0,0
Q93038,3,0,0,1,12
Q93045,0,0,5,0,0
Q93050,1,0,3,0,0
Q93052,0,1,7,0,0
Q93062,0,0,3,0,0
Q93063,2,0,0,0,5
Q93070,5,0,0,1,2
Q93074,0,0,14,0,0
Q93077,0,3,30,0,0
Q93079,1,4,75,0,0
Q93084,0,0,6,0,0
Q93086,2,0,0,0,5
Q93088,0,0,7,0,0
Q93091,2,0,0,1,4
Q93096,0,0,1,0,1
Q93097,2,0,0,1,11
Q93098,2,0,0,1,11
Q93099,0,0,2,0,0
Q93100,0,0,8,0,0
Q95460,1,0,0,1,2
Q969D9,2,0,0,1,3
Q969E2,0,0,1,0,0
Q969E3,0,0,1,1,0
Q969E8,0,0,0,0,0
Q969F0,0,0,0,0,0
Q969F1,0,0,2,0,0
Q969F2,0,0,0,0,0
Q969F8,3,0,0,0,1
Q969F9,0,0,0,0,0
Q969G2,0,0,0,0,0
Q969G3,0,7,3,0,0
Q969G5,0,1,5,0,0
Q969G6,0,0,0,0,0
Q969G9,0,0,0,0,0
Q969H0,0,0,3,0,0
Q969H4,0,0,2,0,0
Q969H6,0,0,1,0,0
Q969H8,0,0,0,1,0
Q969I6,3,0,1,0,1
Q969J2,0,4,0,0,0
Q969J3,0,0,2,0,0
Q969J5,5,0,0,1,2
Q969K3,0,0,3,0,0
Q969K4,0,0,0,0,0
Q969K7,0,0,0,0,0
Q969L2,1,0,0,0,0
Q969L4,0,0,0,0,0
Q969M3,0,0,0,0,0
Q969M7,0,0,1,0,0
Q969N2,3,0,0,1,1
Q969P0,3,0,1,1,4
Q969P5,0,0,0,0,0
Q969P6,0,0,0,0,0
Q969Q1,0,0,0,0,0
Q969Q5,0,0,0,0,0
Q969Q6,0,0,0,0,0
Q969R2,0,0,2,0,0
Q969R5,0,6,7,0,0
Q969R8,0,0,2,0,0
Q969S0,0,0,0,0,0
Q969S2,0,0,3,0,0
Q969S3,0,0,2,0,0
Q969S6,0,0,0,0,0
Q969S8,0,0,1,0,0
Q969S9,0,0,0,0,0
Q969T4,0,0,2,0,0
Q969T7,0,0,1,0,0
Q969T9,0,0,2,0,0
Q969U6,0,0,2,0,0
Q969U7,0,0,1,0,0
Q969V3,2,0,0,1,0
Q969V4,0,0,0,0,0
Q969V5,0,3,0,0,0
Q969V6,0,0,29,0,0
Q969W0,0,0,0,0,0
Q969W1,0,0,0,0,0
Q969W9,0,0,0,0,0
Q969X0,0,0,1,0,0
Q969X1,0,0,2,0,0
Q969X2,1,0,0,0,1
Q969X5,1,0,0,0,0
Q969X6,0,1,0,0,0
Q969Y2,0,0,0,0,0
Q969Z0,0,0,1,0,0
Q969Z3,0,9,1,0,0
Q969Z4,1,0,1,1,2
Q96A08,0,4,42,0,0
Q96A09,0,0,0,0,0
Q96A11,4,0,0,0,0
Q96A25,0,0,0,0,0
Q96A26,0,0,0,0,0
Q96A29,0,0,0,0,0
Q96A32,0,0,7,0,0
Q96A33,1,0,0,1,0
Q96A37,0,0,0,0,0
Q96A44,0,0,0,0,0
Q96A49,0,0,3,0,0
Q96A54,0,0,0,0,0
Q96A56,0,0,0,0,0
Q96A57,0,0,3,0,0
Q96A58,0,0,0,0,0
Q96A59,0,0,0,0,0
Q96A61,0,0,0,0,0
Q96A65,0,0,7,0,0
Q96A70,0,0,0,0,0
Q96A72,0,0,1,0,0
Q96A83,2,0,0,1,3
Q96AA3,0,0,0,0,0
Q96AA8,0,0,0,0,0
Q96AB6,0,0,0,0,0
Q96AC1,0,0,5,0,0
Q96AD5,1,1,3,0,0
Q96AE4,0,0,11,0,0
Q96AE7,0,0,0,0,0
Q96AG3,0,0,2,0,0
Q96AG4,0,0,6,0,0
Q96AH0,0,0,0,0,0
Q96AH8,0,0,1,0,0
Q96AJ1,0,0,4,0,0
Q96AJ9,0,0,0,0,0
Q96AK3,0,0,0,0,0
Q96AN5,0,0,1,0,0
Q96AP0,0,1,2,0,0
Q96AP4,0,0,1,0,0
Q96AP7,4,0,7,1,1
Q96AQ6,0,0,7,0,0
Q96AQ7,0,0,0,0,0
Q96AQ8,0,0,0,0,0
Q96AT9,0,0,1,0,0
Q96AV8,0,0,3,0,0
Q96AW1,0,0,0,1,0
Q96AX1,0,0,0,0,0
Q96AX2,0,0,2,0,0
Q96AX9,0,0,3,0,0
Q96AY2,0,3,8,0,0
Q96AY3,7,0,0,1,0
Q96AY4,0,0,8,0,0
Q96AZ1,0,0,0,0,0
Q96AZ6,0,0,0,0,0
Q96B01,0,2,7,0,0
Q96B02,0,1,0,0,0
Q96B18,0,0,6,0,0
Q96B21,0,0,2,0,0
Q96B23,0,1,9,0,0
Q96B26,0,0,1,0,0
Q96B36,0,0,11,0,0
Q96B42,0,0,0,0,0
Q96B49,0,0,1,0,0
Q96B67,0,0,0,0,0
Q96B86,3,0,0,1,2
Q96B96,0,0,0,0,0
Q96B97,0,0,10,0,0
Q96BA8,2,1,0,0,0
Q96BD0,2,0,6,0,3
Q96BD5,0,1,3,0,0
Q96BD6,0,0,1,0,0
Q96BD8,0,0,1,0,0
Q96BF3,3,0,3,1,1
Q96BF6,0,5,0,0,0
Q96BH1,0,0,1,0,0
Q96BI1,0,0,0,0,0
Q96BI3,0,0,0,0,0
Q96BJ3,0,0,1,0,0
Q96BK5,0,0,2,0,0
Q96BM1,0,0,0,0,0
Q96BM9,0,0,0,0,0
Q96BN2,0,0,0,0,0
Q96BN8,0,0,1,0,0
Q96BP2,0,0,0,0,2
Q96BP3,0,0,1,0,0
Q96BR1,0,0,4,0,0
Q96BR5,0,0,1,0,0
Q96BR6,0,0,0,0,0
Q96BR9,0,5,2,0,0
Q96BS2,0,0,0,0,0
Q96BT3,0,0,9,0,0
Q96BT7,0,0,0,0,0
Q96BW1,0,0,1,0,0
Q96BW9,0,0,0,0,0
Q96BY2,0,0,0,0,0
Q96BY6,0,0,12,0,0
Q96BY7,0,0,12,0,0
Q96BY9,0,0,0,1,0
Q96BZ4,8,0,0,0,0
Q96BZ8,0,0,2,0,0
Q96BZ9,0,0,0,0,0
Q96C00,0,5,0,0,0
Q96C03,0,0,1,0,0
Q96C10,0,0,0,0,0
Q96C11,0,0,0,0,0
Q96C12,0,0,1,0,0
Q96C23,0,0,3,0,0
Q96C24,0,0,7,0,0
Q96C36,0,0,2,0,0
Q96C45,0,0,0,0,0
Q96C55,0,0,0,0,0
Q96C74,0,0,0,0,0
Q96C86,0,0,5,0,0
Q96C92,0,0,4,0,0
Q96CA5,0,0,0,0,0
Q96CB8,0,2,1,0,0
Q96CB9,0,0,1,0,0
Q96CC6,1,0,5,0,0
Q96CD2,0,0,0,0,0
Q96CE8,0,0,0,0,0
Q96CF2,0,0,1,0,0
Q96CG3,0,0,1,0,0
Q96CG8,1,0,0,1,0
Q96CJ1,0,0,3,0,0
Q96CK0,0,0,0,0,0
Q96CM3,0,0,0,0,0
Q96CM8,0,0,12,0,0
Q96CN4,0,0,1,0,0
Q96CN5,0,0,1,0,0
Q96CN9,0,0,0,0,0
Q96CP6,0,0,4,0,0
Q96CP7,0,0,0,1,0
Q96CQ1,0,0,0,0,0
Q96CS2,0,0,0,0,0
Q96CS3,0,0,2,0,0
Q96CS7,0,0,0,0,0
Q96CT7,0,0,2,0,0
Q96CU9,0,0,0,0,0
Q96CV9,0,0,4,0,0
Q96CW1,0,0,2,0,0
Q96CW5,0,0,2,0,0
Q96CW9,5,0,0,1,19
Q96D03,0,0,0,0,0
Q96D05,0,0,2,0,0
Q96D09,0,0,2,0,0
Q96D15,1,0,0,1,0
Q96D21,0,0,1,0,0
Q96D31,1,0,2,0,0
Q96D42,4,2,0,1,3
Q96D46,0,0,5,0,0
Q96D53,0,0,0,0,0
Q96D59,0,0,0,0,0
Q96D71,0,0,18,0,0
Q96D96,0,0,2,0,0
Q96D98,0,0,0,0,0
Q96DA0,1,0,0,1,0
Q96DA2,0,0,2,0,0
Q96DA6,0,0,3,0,0
Q96DB2,0,0,0,0,0
Q96DB5,0,0,1,0,0
Q96DB9,0,0,0,1,0
Q96DC9,0,0,0,0,0
Q96DE0,0,0,0,0,0
Q96DE5,0,0,1,0,0
Q96DF8,0,1,6,0,0
Q96DG6,0,0,3,0,0
Q96DH6,0,0,6,0,0
Q96DI7,0,2,1,0,0
Q96DM3,0,0,0,0,0
Q96DN0,1,0,0,1,0
Q96DN2,2,0,0,1,9
Q96DN5,0,0,0,0,0
Q96DP5,0,0,0,0,0
Q96DR4,0,0,0,0,0
Q96DR5,2,0,0,1,1
Q96DR7,0,0,2,0,0
Q96DR8,17,0,0,1,0
Q96DT5,0,0,0,0,0
Q96DT6,0,0,3,0,0
Q96DT7,0,9,3,0,0
Q96DU3,7,0,3,1,2
Q96DU7,0,0,4,0,0
Q96DV4,0,0,0,0,0
Q96DW6,0,0,0,0,0
Q96DX5,0,0,2,0,0
Q96DX7,0,0,2,0,0
Q96DX8,0,0,0,0,0
Q96DZ1,1,0,0,1,6
Q96DZ5,0,0,2,0,0
Q96DZ7,1,0,0,0,0
Q96DZ9,0,0,0,0,0
Q96E09,0,1,15,0,0
Q96E11,0,0,0,0,0
Q96E14,0,0,2,0,0
Q96E17,0,0,5,0,0
Q96E22,2,0,0,0,0
Q96E29,0,0,0,0,0
Q96E35,0,0,0,0,0
Q96E40,0,0,0,0,0
Q96E52,0,0,0,0,1
Q96E93,4,0,0,0,3
Q96EA4,0,0,4,0,0
Q96EB1,0,0,0,0,0
Q96EB6,0,0,24,0,0
Q96EC8,0,0,2,0,0
Q96ED9,0,0,3,0,0
Q96EE3,0,1,3,0,0
Q96EF0,0,0,0,0,0
Q96EF6,0,0,0,0,0
Q96EG1,4,0,1,1,0
Q96EG3,0,0,0,0,0
Q96EH3,0,0,0,0,0
Q96EK4,0,0,0,0,0
Q96EK5,0,0,1,0,0
Q96EK6,0,0,0,0,0
Q96EL1,0,0,0,0,0
Q96EL3,0,0,0,0,0
Q96EM0,0,0,0,0,0
Q96EN8,0,0,4,0,0
Q96EP0,0,3,2,0,0
Q96EP1,0,0,2,0,0
Q96EP5,0,0,3,0,0
Q96EP9,5,0,0,0,0
Q96EQ0,0,0,4,0,0
Q96EQ8,0,0,0,0,0
Q96ER9,0,0,1,0,0
Q96ES7,0,0,1,0,0
Q96EU6,0,0,1,0,0
Q96EU7,0,0,0,0,0
Q96EV2,0,1,12,0,0
Q96EV8,0,0,4,0,0
Q96EW2,0,0,0,0,0
Q96EX2,0,0,0,0,0
Q96EX3,0,0,1,0,0
Q96EY1,0,0,5,0,0
Q96EY4,0,0,1,0,0
Q96EY5,0,0,8,0,0
Q96EY7,0,0,1,0,0
Q96EY8,0,0,4,0,0
Q96EZ8,0,0,8,0,0
Q96F05,1,0,0,1,0
Q96F07,0,0,1,0,0
Q96F10,0,0,1,0,0
Q96F15,0,0,0,0,0
Q96F24,0,0,2,0,0
Q96F25,0,0,0,0,0
Q96F44,0,1,1,0,0
Q96F45,0,0,5,0,0
Q96F46,7,0,2,1,6
Q96F81,2,0,0,0,0
Q96F85,0,0,0,0,0
Q96F86,0,0,4,0,0
Q96FA3,0,0,0,0,0
Q96FC9,0,0,1,0,0
Q96FE5,10,0,1,1,5
Q96FE7,2,0,0,1,3
Q96FF9,0,0,13,0,0
Q96FG2,0,0,0,0,0
Q96FI4,0,0,0,0,0
Q96FJ0,0,0,3,0,0
Q96FJ2,0,0,0,0,0
Q96FL8,0,0,1,0,0
Q96FL9,0,0,0,0,5
Q96FM1,1,0,0,1,0
Q96FN4,0,0,0,0,0
Q96FQ6,0,0,0,0,0
Q96FS4,0,0,8,0,0
Q96FT7,3,0,0,0,5
Q96FT9,0,0,2,0,0
Q96FV3,2,0,0,0,4
Q96FV9,0,5,8,0,0
Q96FW1,0,0,3,0,0
Q96FX2,0,0,0,0,0
Q96FX7,0,0,2,0,0
Q96FX8,0,0,0,0,0
Q96FZ2,0,7,4,0,0
Q96FZ5,0,0,0,0,0
Q96FZ7,0,0,2,0,0
Q96G01,0,0,0,0,0
Q96G03,0,0,2,0,0
Q96G04,0,0,1,0,0
Q96G21,0,0,0,0,0
Q96G23,1,0,4,0,0
Q96G25,0,0,1,0,0
Q96G28,0,0,3,0,0
Q96G30,1,0,1,0,0
Q96G42,0,0,0,0,0
Q96G46,0,1,5,0,0
Q96G61,0,0,0,0,0
Q96G74,0,0,11,0,0
Q96G75,0,0,1,0,0
Q96G79,0,0,0,0,0
Q96G91,2,0,0,0,1
Q96G97,2,0,4,0,0
Q96GA3,0,0,5,0,0
Q96GA7,0,0,2,0,0
Q96GC6,0,0,0,0,0
Q96GC9,0,0,1,0,0
Q96GD0,0,0,0,0,0
Q96GD3,0,0,0,0,0
Q96GD4,0,0,6,0,0
Q96GE4,0,0,3,0,0
Q96GF1,0,0,0,0,0
Q96GG9,0,0,1,0,0
Q96GJ1,0,0,0,0,0
Q96GL9,0,0,0,0,0
Q96GM1,1,0,2,0,0
Q96GM5,0,1,4,0,0
Q96GM8,0,0,4,0,0
Q96GN5,0,2,14,0,0
Q96GP6,4,0,8,1,21
Q96GQ5,0,0,2,0,0
Q96GQ7,0,0,5,0,0
Q96GR2,0,0,3,0,0
Q96GR4,0,0,0,0,0
Q96GS4,0,0,3,0,0
Q96GS6,0,0,1,0,0
Q96GV9,0,0,4,0,0
Q96GW7,5,0,1,1,13
Q96GW9,0,0,0,0,0
Q96GX1,4,0,0,1,0
Q96GX5,0,0,17,0,0
Q96GX9,0,0,1,0,0
Q96GY3,0,2,6,0,0
Q96GZ6,0,0,0,0,0
Q96H15,1,0,1,1,3
Q96H20,0,0,1,0,0
Q96H22,0,0,3,0,0
Q96H55,0,0,1,0,0
Q96H72,0,0,0,0,0
Q96H86,0,0,0,0,0
Q96H96,0,0,0,0,0
Q96HA1,0,0,6,0,0
Q96HA7,0,0,2,0,0
Q96HA8,0,0,0,0,0
Q96HA9,0,0,0,0,0
Q96HB5,0,0,3,0,0
Q96HC4,0,1,15,0,0
Q96HD1,2,0,0,1,8
Q96HD9,0,0,0,0,0
Q96HE7,2,0,3,1,8
Q96HE8,0,0,0,0,0
Q96HF1,0,0,0,1,8
Q96HH6,0,0,0,0,0
Q96HH9,0,0,4,0,0
Q96HI0,0,0,0,0,0
Q96HJ3,0,0,1,0,0
Q96HJ5,0,0,0,0,0
Q96HN2,0,0,6,0,0
Q96HP0,0,0,7,0,0
Q96HP8,0,0,1,0,0
Q96HR3,0,0,1,0,0
